epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
26,378.871,1.94978,2.60748,0.01997,0.26371,0.28186,0.27311,0.1198,2.23082,2.73972,0.02519,0.000855018,0.000855018,0.000855018
27,397.861,2.06382,2.63557,0.02208,0.31698,0.38609,0.27993,0.12432,2.29814,2.88346,0.02644,0.000843851,0.000843851,0.000843851
28,421.103,1.90335,2.51187,0.02018,0.28935,0.27744,0.2478,0.11273,2.21596,2.9144,0.02553,0.000832349,0.000832349,0.000832349
29,434.988,1.95432,2.42721,0.01941,0.33989,0.33545,0.32222,0.15775,2.15024,2.85992,0.02396,0.000820525,0.000820525,0.000820525
30,457.638,1.95863,2.33822,0.02018,0.26343,0.29188,0.26494,0.12969,2.14376,3.21545,0.02555,0.000808389,0.000808389,0.000808389
31,475.708,1.87232,2.35059,0.01833,0.27542,0.32562,0.29955,0.14178,2.11835,2.76112,0.02292,0.000795954,0.000795954,0.000795954
32,488.7,1.90206,2.40957,0.01942,0.34593,0.34701,0.32776,0.15463,2.11706,2.63456,0.02533,0.000783231,0.000783231,0.000783231
33,505.383,1.85885,2.18274,0.01783,0.30358,0.35228,0.29028,0.14771,1.98895,2.54664,0.02299,0.000770234,0.000770234,0.000770234
34,524.425,1.88203,2.26461,0.01878,0.20744,0.33912,0.26395,0.12347,2.14467,2.62946,0.02397,0.000756976,0.000756976,0.000756976
35,538.118,1.87312,2.36654,0.01908,0.28373,0.38575,0.3183,0.14232,2.15325,2.52207,0.02476,0.000743468,0.000743468,0.000743468
36,546.414,1.83608,2.14844,0.01774,0.38556,0.39827,0.38138,0.15747,2.02095,2.40221,0.02205,0.000729725,0.000729725,0.000729725
37,564.172,1.91339,2.20315,0.01815,0.56678,0.38096,0.34996,0.14315,2.1124,2.48671,0.02475,0.000715761,0.000715761,0.000715761
38,576.58,1.87867,2.15386,0.01879,0.28716,0.46903,0.35852,0.15504,2.23761,2.44469,0.02512,0.000701588,0.000701588,0.000701588
39,594.19,1.84004,2.16729,0.01873,0.34856,0.38062,0.36842,0.18695,2.0284,2.40025,0.02316,0.000687222,0.000687222,0.000687222
40,615.547,1.74636,2.11411,0.01751,0.61803,0.3275,0.36071,0.18416,2.0458,2.49478,0.02284,0.000672675,0.000672675,0.000672675
41,629.969,1.86252,2.13434,0.01732,0.24865,0.30391,0.28501,0.14691,2.07594,2.74308,0.02327,0.000657963,0.000657963,0.000657963
42,641.77,1.79691,2.00041,0.01719,0.24788,0.36454,0.25038,0.13153,1.97052,2.72767,0.02261,0.000643101,0.000643101,0.000643101
43,658.205,1.7438,1.95788,0.01718,0.31112,0.42126,0.33827,0.17568,2.03072,2.51238,0.02272,0.000628101,0.000628101,0.000628101
44,667.377,1.78582,1.99334,0.01756,0.37898,0.37788,0.34637,0.16648,2.04609,2.44634,0.0242,0.000612981,0.000612981,0.000612981
45,685.55,1.75879,1.87652,0.01666,0.30705,0.41292,0.3511,0.17124,2.18405,2.74302,0.0266,0.000597754,0.000597754,0.000597754
46,703.443,1.71886,1.99202,0.01628,0.32844,0.40893,0.34384,0.17905,2.02515,2.46276,0.02359,0.000582435,0.000582435,0.000582435
47,713.515,1.72074,1.90931,0.01796,0.32633,0.40677,0.35534,0.17393,2.02622,2.34309,0.02318,0.00056704,0.00056704,0.00056704
48,722.475,1.81508,1.8704,0.01903,0.66141,0.36324,0.38609,0.19553,2.02323,2.28811,0.0231,0.000551584,0.000551584,0.000551584
49,737.918,1.68979,1.75156,0.01626,0.61836,0.38527,0.36796,0.18273,2.06537,2.40428,0.02383,0.000536081,0.000536081,0.000536081
50,750.602,1.73378,1.87169,0.01831,0.3649,0.41922,0.35454,0.17502,2.18454,2.28132,0.02536,0.000520548,0.000520548,0.000520548
51,765.451,1.65409,1.86591,0.01652,0.4104,0.40463,0.3885,0.19247,2.10605,2.26999,0.02343,0.000505,0.000505,0.000505
52,783.759,1.65583,1.97055,0.01656,0.48511,0.38035,0.38458,0.17807,2.11459,2.30674,0.02427,0.000489452,0.000489452,0.000489452
53,803.546,1.60189,1.78678,0.01472,0.36379,0.50178,0.42652,0.21637,1.91132,2.19674,0.02101,0.000473919,0.000473919,0.000473919
54,818.371,1.72599,1.77962,0.01702,0.40579,0.50925,0.46073,0.22975,1.8846,2.03824,0.02091,0.000458416,0.000458416,0.000458416
55,831.647,1.68159,1.53584,0.01731,0.36541,0.47902,0.42428,0.2208,1.94516,2.07119,0.02243,0.00044296,0.00044296,0.00044296
56,845.13,1.63264,1.74272,0.01535,0.43732,0.44369,0.41807,0.223,1.94076,2.02648,0.02261,0.000427565,0.000427565,0.000427565
57,861.514,1.69339,1.7942,0.01866,0.53618,0.422,0.43952,0.22935,1.8836,2.15233,0.02242,0.000412246,0.000412246,0.000412246
58,874.638,1.61555,1.57608,0.01463,0.41601,0.50851,0.41435,0.21274,1.96602,2.2067,0.02272,0.000397019,0.000397019,0.000397019
59,892.373,1.61188,1.63507,0.01521,0.63981,0.48054,0.45318,0.2333,2.07166,2.03998,0.02361,0.000381899,0.000381899,0.000381899
60,910.647,1.71937,1.63633,0.01576,0.42303,0.42981,0.42855,0.21922,2.01842,2.01096,0.02281,0.000366899,0.000366899,0.000366899
61,919.411,1.58009,1.47341,0.0149,0.43223,0.46899,0.43576,0.22889,2.00715,2.03999,0.02323,0.000352037,0.000352037,0.000352037
62,931.881,1.57085,1.59874,0.0155,0.43072,0.47162,0.45353,0.22941,2.07141,2.01329,0.02361,0.000337325,0.000337325,0.000337325
63,943.182,1.57386,1.44399,0.0152,0.5694,0.40347,0.43614,0.22823,2.0453,2.00133,0.0237,0.000322778,0.000322778,0.000322778
64,954.098,1.60019,1.38833,0.01637,0.47615,0.48993,0.43806,0.22478,2.00862,2.07179,0.02254,0.000308412,0.000308412,0.000308412
65,968.135,1.56286,1.56698,0.01523,0.52538,0.48134,0.46998,0.23697,1.97546,2.08857,0.02239,0.000294239,0.000294239,0.000294239
66,990.709,1.54815,1.45794,0.0141,0.44848,0.45498,0.45148,0.24,1.95842,2.08625,0.02237,0.000280275,0.000280275,0.000280275
67,1001.45,1.54015,1.52525,0.01321,0.42929,0.47027,0.44586,0.24458,1.92489,2.04299,0.02169,0.000266532,0.000266532,0.000266532
68,1023.01,1.57977,1.58446,0.01416,0.44198,0.41838,0.41653,0.22983,1.84913,2.09328,0.02036,0.000253024,0.000253024,0.000253024
69,1033.25,1.59708,1.63114,0.01533,0.3888,0.427,0.4178,0.23303,1.853,2.08068,0.02099,0.000239766,0.000239766,0.000239766
70,1042.75,1.54779,1.47033,0.01532,0.422,0.45567,0.44753,0.25277,1.8639,2.02473,0.02068,0.000226769,0.000226769,0.000226769
71,1051.63,1.58835,1.3664,0.0142,0.47281,0.50353,0.46383,0.25477,1.88675,2.06129,0.02066,0.000214046,0.000214046,0.000214046
72,1070.52,1.52387,1.34837,0.01625,0.42381,0.52232,0.45555,0.24545,1.94821,2.09971,0.02172,0.000201611,0.000201611,0.000201611
73,1084.88,1.47821,1.3141,0.0134,0.48464,0.47711,0.45996,0.24301,1.95002,2.11854,0.02131,0.000189475,0.000189475,0.000189475
74,1099.38,1.60826,1.51628,0.01447,0.45524,0.50135,0.44854,0.24385,1.90403,2.07345,0.02076,0.000177651,0.000177651,0.000177651
75,1110.2,1.51228,1.34899,0.01561,0.45231,0.45108,0.43588,0.24368,1.91699,2.01429,0.02101,0.000166149,0.000166149,0.000166149
76,1131.54,1.45393,1.20927,0.01394,0.46562,0.48272,0.45522,0.24797,1.95119,2.03873,0.02121,0.000154982,0.000154982,0.000154982
77,1142.6,1.42506,1.3184,0.01291,0.44971,0.49381,0.45949,0.23715,1.99705,2.00978,0.02207,0.000144161,0.000144161,0.000144161
78,1160.18,1.51736,1.43345,0.01439,0.49218,0.46521,0.45362,0.23792,1.96281,2.02242,0.0219,0.000133695,0.000133695,0.000133695
79,1173.13,1.39017,1.30318,0.01253,0.51346,0.43025,0.46993,0.24941,1.94133,2.02564,0.02118,0.000123596,0.000123596,0.000123596
80,1193.57,1.42155,1.2253,0.01199,0.51617,0.42516,0.46804,0.24848,1.91262,2.0859,0.02063,0.000113873,0.000113873,0.000113873
81,1205.99,1.46091,1.34686,0.01345,0.53099,0.4594,0.47759,0.25405,1.93467,2.0393,0.02101,0.000104537,0.000104537,0.000104537
82,1226.04,1.52225,1.37063,0.01366,0.53309,0.45106,0.48878,0.25922,1.88286,2.0428,0.02062,9.55951e-05,9.55951e-05,9.55951e-05
83,1252.28,1.46042,1.30617,0.01336,0.52255,0.43196,0.48659,0.25953,1.88295,2.0034,0.02101,8.70577e-05,8.70577e-05,8.70577e-05
84,1279.39,1.34055,1.15954,0.01256,0.52224,0.42071,0.48304,0.25423,1.89009,1.98757,0.02096,7.89327e-05,7.89327e-05,7.89327e-05
85,1293.19,1.4244,1.22962,0.01405,0.53916,0.41824,0.49139,0.25825,1.90342,1.97995,0.02115,7.12282e-05,7.12282e-05,7.12282e-05
86,1305.94,1.44221,1.19497,0.0138,0.58939,0.40929,0.50046,0.26613,1.91955,1.98318,0.02184,6.39518e-05,6.39518e-05,6.39518e-05
87,1334.28,1.44302,1.15876,0.01236,0.5779,0.41791,0.49938,0.26806,1.90937,1.99372,0.02078,5.71106e-05,5.71106e-05,5.71106e-05
88,1365.59,1.39904,1.14628,0.0122,0.48133,0.48373,0.5034,0.27413,1.92508,1.97016,0.02106,5.07115e-05,5.07115e-05,5.07115e-05
89,1390.74,1.35802,1.46711,0.01337,0.48171,0.44085,0.49624,0.27216,1.90411,2.00409,0.02103,4.47606e-05,4.47606e-05,4.47606e-05
90,1404.11,1.44525,1.37669,0.0146,0.48411,0.44658,0.48648,0.2691,1.91645,2.0046,0.02107,3.9264e-05,3.9264e-05,3.9264e-05
91,1414.64,1.41991,1.28584,0.01745,0.48356,0.43796,0.48519,0.25728,1.96967,1.99008,0.02223,3.4227e-05,3.4227e-05,3.4227e-05
92,1423.37,1.48984,1.28883,0.01994,0.49564,0.43214,0.47087,0.25157,1.97414,2.01133,0.0222,2.96546e-05,2.96546e-05,2.96546e-05
93,1440.76,1.39958,1.10726,0.01656,0.50921,0.41759,0.46765,0.24568,1.98807,1.98299,0.02253,2.55513e-05,2.55513e-05,2.55513e-05
94,1459.61,1.43058,1.115,0.0163,0.5008,0.44835,0.4573,0.24371,1.9653,2.02342,0.02196,2.19212e-05,2.19212e-05,2.19212e-05
95,1472.12,1.31317,1.07644,0.01528,0.51361,0.44954,0.45256,0.23917,1.96197,2.0121,0.02183,1.87678e-05,1.87678e-05,1.87678e-05
96,1492.8,1.39812,1.1726,0.01864,0.4882,0.44436,0.45961,0.23982,1.96566,2.0038,0.02225,1.60943e-05,1.60943e-05,1.60943e-05
97,1512.96,1.25743,1.1498,0.01571,0.4939,0.42277,0.46354,0.2424,1.93764,2.02708,0.02182,1.39032e-05,1.39032e-05,1.39032e-05
98,1527.16,1.39374,1.08267,0.02057,0.49312,0.42934,0.45761,0.24021,1.95096,1.98503,0.02197,1.21968e-05,1.21968e-05,1.21968e-05
99,1546,1.33491,1.0953,0.01696,0.50367,0.42218,0.45915,0.23956,1.95277,1.97802,0.02209,1.09768e-05,1.09768e-05,1.09768e-05
100,1563.97,1.4814,1.21999,0.01693,0.49789,0.42843,0.45546,0.23613,2.00012,1.91575,0.02293,1.02443e-05,1.02443e-05,1.02443e-05
